No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Total_Pollutants
590,2013,3,25,13,111.0,120.0,52.0,56.0,1570.5882352941176,62.9748,9.0,1011.1,-7.7,0.0,ESE,1.6,Dingling,1972.5630352941175
591,2013,3,25,14,104.0,105.0,44.0,57.0,1647.0588235294117,76.8978,9.8,1010.1,-7.4,0.0,ESE,2.8,Dingling,2033.9566235294117
592,2013,3,25,15,117.0,138.0,47.0,67.0,1723.5294117647059,77.9688,10.1,1009.5,-7.6,0.0,ESE,2.5,Dingling,2170.498211764706
593,2013,3,25,16,123.0,151.0,47.0,91.0,1800.0,68.0,10.1,1009.2,-7.2,0.0,SSW,1.6,Dingling,2280.0
594,2013,3,25,17,123.0,151.0,47.0,91.0,1700.0,67.0,9.5,1009.2,-7.2,0.0,S,1.1,Dingling,2179.0
595,2013,3,25,18,131.0,157.0,38.0,70.0,1300.0,89.0,8.6,1009.3,-7.2,0.0,ESE,1.0,Dingling,1785.0
596,2013,3,25,19,124.0,154.0,31.0,69.0,1200.0,71.0,7.3,1009.6,-6.5,0.0,E,0.8,Dingling,1649.0
597,2013,3,25,20,130.0,136.0,22.0,58.0,1200.0,59.0,5.3,1009.7,-5.7,0.0,ESE,0.6,Dingling,1605.0
598,2013,3,25,21,119.0,134.0,22.0,49.0,1100.0,63.0,4.2,1009.5,-5.3,0.0,ESE,0.1,Dingling,1487.0
599,2013,3,25,22,119.0,140.0,26.0,51.0,1100.0,57.0,3.6,1008.9,-5.4,0.0,N,0.0,Dingling,1493.0
600,2013,3,25,23,129.0,140.0,23.0,50.0,1300.0,52.0,3.0,1008.8,-5.2,0.0,NNE,1.4,Dingling,1694.0
601,2013,3,26,0,128.0,144.0,29.0,54.0,1300.0,47.0,1.9,1008.6,-5.5,0.0,ESE,0.4,Dingling,1702.0
602,2013,3,26,1,131.0,141.0,26.0,54.0,1399.0,38.0,1.7,1008.3,-5.2,0.0,NNW,0.8,Dingling,1789.0
603,2013,3,26,2,128.0,137.0,24.0,52.0,1200.0,40.0,0.8,1008.0,-4.8,0.0,NW,0.1,Dingling,1581.0
604,2013,3,26,3,122.0,134.0,22.0,52.0,1200.0,35.0,0.1,1007.4,-5.1,0.0,N,0.1,Dingling,1565.0
605,2013,3,26,4,119.0,128.0,17.0,50.0,1200.0,28.0,-0.2,1007.5,-5.2,0.0,NNW,0.9,Dingling,1542.0
606,2013,3,26,5,122.0,129.0,15.0,51.0,1200.0,24.0,-0.7,1007.6,-5.3,0.0,NNW,0.0,Dingling,1541.0
607,2013,3,26,6,120.0,126.0,14.0,53.0,1100.0,20.0,-0.5,1007.8,-4.9,0.0,SW,0.6,Dingling,1433.0
608,2013,3,26,7,122.0,133.0,16.0,57.0,1200.0,15.0,1.8,1007.8,-4.3,0.0,SSW,0.2,Dingling,1543.0
609,2013,3,26,8,128.0,145.0,21.0,56.0,1200.0,17.0,4.5,1007.1,-4.8,0.0,N,0.5,Dingling,1567.0
610,2013,3,26,9,151.0,163.0,26.0,63.0,1200.0,23.0,6.8,1006.6,-5.2,0.0,SE,1.5,Dingling,1626.0
611,2013,3,26,10,140.0,164.0,42.0,72.0,1200.0,33.0,8.0,1006.1,-3.5,0.0,ESE,1.3,Dingling,1651.0
612,2013,3,26,11,152.0,198.0,43.0,86.0,1399.0,32.0,9.0,1005.4,-4.2,0.0,SSE,1.2,Dingling,1910.0
613,2013,3,26,12,190.0,254.0,52.0,89.0,1600.0,40.0,10.4,1004.1,-4.4,0.0,SSE,2.2,Dingling,2225.0
614,2013,3,26,13,201.0,245.0,55.0,92.0,1500.0,57.0,11.7,1003.0,-5.3,0.0,ESE,2.9,Dingling,2150.0
615,2013,3,26,14,213.0,259.0,47.0,109.0,1600.0,58.0,12.0,1002.0,-2.6,0.0,S,1.5,Dingling,2286.0
616,2013,3,26,15,224.0,280.0,51.0,139.0,1800.0,45.0,12.2,1001.0,-2.1,0.0,SE,2.6,Dingling,2539.0
617,2013,3,26,16,240.0,271.0,55.0,100.0,1500.0,66.0,12.4,1000.2,-1.5,0.0,ESE,1.4,Dingling,2232.0
618,2013,3,26,17,237.0,265.0,68.0,83.0,1399.0,76.0,11.9,1000.3,-1.3,0.0,E,0.7,Dingling,2128.0
619,2013,3,26,18,236.0,279.0,78.0,104.0,1600.0,52.0,10.4,1000.4,-1.0,0.0,E,0.6,Dingling,2349.0
620,2013,3,26,19,236.0,279.0,78.0,104.0,1550.0,42.1974,9.7,1001.2,-1.1,0.0,NE,1.6,Dingling,2289.1974
621,2013,3,26,20,230.0,258.0,66.0,90.0,1500.0,42.0,9.4,1001.3,-1.4,0.0,ESE,1.2,Dingling,2186.0
622,2013,3,26,21,229.0,258.0,59.0,76.0,1500.0,49.0,7.3,1001.7,-0.4,0.0,N,1.1,Dingling,2171.0
623,2013,3,26,22,231.0,241.0,50.0,72.0,1500.0,39.0,6.1,1001.1,-0.6,0.0,ESE,0.5,Dingling,2133.0
624,2013,3,26,23,234.0,241.0,47.0,77.0,1600.0,27.0,5.3,1000.4,-0.8,0.0,E,0.1,Dingling,2226.0
625,2013,3,27,0,229.0,231.0,41.0,76.0,1700.0,20.0,4.7,1000.0,-0.7,0.0,N,0.6,Dingling,2297.0
626,2013,3,27,1,237.0,232.0,38.0,74.0,1700.0,17.0,4.2,999.6,-0.8,0.0,ESE,0.7,Dingling,2298.0
627,2013,3,27,2,223.0,235.0,39.0,68.0,1700.0,13.0,3.8,999.2,-0.8,0.0,NE,0.7,Dingling,2278.0
628,2013,3,27,3,225.0,221.0,29.0,66.0,1700.0,9.5,3.2,998.6,-0.8,0.0,NE,0.0,Dingling,2250.5
629,2013,3,27,4,221.0,216.0,23.0,67.0,1700.0,6.0,3.0,998.4,-0.8,0.0,NNE,1.1,Dingling,2233.0
630,2013,3,27,5,217.0,210.0,19.0,60.0,1600.0,8.0,2.7,998.6,-0.6,0.0,N,1.1,Dingling,2114.0
631,2013,3,27,6,211.0,214.0,17.0,66.0,1600.0,6.0,3.9,1000.4,0.1,0.0,NNE,0.0,Dingling,2114.0
632,2013,3,27,7,203.0,229.0,16.0,70.0,1500.0,6.0,5.1,1001.6,0.7,0.0,NW,2.0,Dingling,2024.0
633,2013,3,27,8,199.0,242.0,18.0,70.0,1700.0,9.0,8.8,1001.5,1.7,0.0,S,0.9,Dingling,2238.0
634,2013,3,27,9,219.0,276.0,28.0,72.0,1700.0,18.0,13.4,1001.1,-3.0,0.0,NNE,3.1,Dingling,2313.0
635,2013,3,27,10,156.0,139.0,36.0,41.0,1100.0,56.0,15.4,1000.8,-3.0,0.0,NNE,2.3,Dingling,1528.0
636,2013,3,27,11,86.0,70.0,25.0,27.0,700.0,77.0,17.0,1000.2,-4.3,0.0,NW,4.4,Dingling,985.0
637,2013,3,27,12,50.0,53.0,27.0,21.0,600.0,86.0,17.9,999.7,-6.1,0.0,NW,6.1,Dingling,837.0
638,2013,3,27,13,27.0,50.0,12.0,13.0,400.0,99.0,18.4,999.6,-6.4,0.0,NW,6.2,Dingling,601.0
639,2013,3,27,14,27.0,50.0,12.0,13.0,200.0,104.0,17.6,1000.0,-9.4,0.0,NW,6.4,Dingling,406.0
640,2013,3,27,15,10.0,56.0,3.0,4.0,200.0,106.0,17.7,1000.7,-10.2,0.0,NNW,4.1,Dingling,379.0
641,2013,3,27,16,12.0,6.0,3.0,4.0,200.0,105.6006,15.4,1001.7,-13.9,0.0,NE,4.0,Dingling,330.6006
642,2013,3,27,17,5.0,6.0,3.0,4.0,200.0,105.0,13.4,1003.0,-15.5,0.0,NE,3.0,Dingling,323.0
643,2013,3,27,18,10.0,6.0,3.0,4.0,200.0,106.0,11.6,1004.5,-16.0,0.0,NE,3.6,Dingling,329.0
644,2013,3,27,19,8.0,6.0,3.0,4.0,200.0,107.0,10.3,1006.4,-17.0,0.0,ENE,3.1,Dingling,328.0
645,2013,3,27,20,10.0,12.0,3.0,4.0,200.0,105.0,9.7,1007.9,-15.8,0.0,ENE,2.8,Dingling,334.0
646,2013,3,27,21,8.0,14.0,3.0,4.0,200.0,102.0,9.1,1008.9,-17.1,0.0,NNE,3.5,Dingling,331.0
647,2013,3,27,22,7.0,13.0,3.0,4.0,200.0,100.0,8.4,1009.8,-17.6,0.0,NE,2.0,Dingling,327.0
648,2013,3,27,23,7.0,13.0,3.0,4.0,200.0,98.0,8.0,1010.7,-18.0,0.0,ENE,1.8,Dingling,325.0
649,2013,3,28,0,10.0,9.0,3.0,4.0,200.0,96.0,7.2,1010.8,-18.6,0.0,E,3.4,Dingling,322.0
650,2013,3,28,1,10.0,9.0,3.0,4.0,200.0,96.0,6.6,1011.2,-18.3,0.0,ENE,1.8,Dingling,322.0
651,2013,3,28,2,7.0,6.0,3.0,4.0,200.0,95.0,5.8,1011.5,-18.2,0.0,E,1.0,Dingling,315.0
652,2013,3,28,3,15.0,6.0,3.0,4.0,200.0,94.0,4.5,1011.8,-14.4,0.0,WSW,1.3,Dingling,322.0
653,2013,3,28,4,16.0,6.0,3.0,4.0,200.0,91.0,2.1,1012.2,-12.5,0.0,NNW,1.1,Dingling,320.0
654,2013,3,28,5,7.0,18.0,3.0,13.0,200.0,79.0,2.0,1013.0,-13.0,0.0,SW,0.9,Dingling,320.0
655,2013,3,28,6,6.0,12.0,3.0,17.0,300.0,65.0,2.5,1013.6,-11.8,0.0,SW,0.1,Dingling,403.0
656,2013,3,28,7,18.0,35.0,6.0,43.0,400.0,40.0,4.6,1014.3,-14.3,0.0,WSW,1.0,Dingling,542.0
657,2013,3,28,8,31.0,47.0,8.0,41.0,500.0,41.0,5.8,1014.6,-15.5,0.0,SW,1.2,Dingling,668.0
658,2013,3,28,9,31.0,47.0,8.0,41.0,400.0,56.0,7.3,1014.5,-14.2,0.0,E,1.3,Dingling,583.0
659,2013,3,28,10,19.0,29.0,8.0,35.0,300.0,68.0,8.7,1014.2,-10.8,0.0,WSW,4.1,Dingling,459.0
660,2013,3,28,11,20.0,37.0,6.0,29.0,300.0,68.0,9.3,1013.3,-8.3,0.0,W,4.1,Dingling,460.0
661,2013,3,28,12,20.0,36.0,5.0,12.0,300.0,93.0,11.1,1012.2,-11.1,0.0,WNW,5.0,Dingling,466.0
662,2013,3,28,13,13.0,10.0,4.0,7.0,300.0,100.0,12.5,1010.7,-14.3,0.0,WNW,5.0,Dingling,434.0
663,2013,3,28,14,13.0,6.0,3.0,6.0,200.0,104.0,13.4,1010.0,-14.5,0.0,W,3.4,Dingling,332.0
664,2013,3,28,15,6.0,6.0,3.0,5.0,200.0,107.0,14.0,1009.6,-15.0,0.0,NW,3.2,Dingling,327.0
665,2013,3,28,16,16.0,6.0,3.0,4.0,200.0,107.0,14.0,1009.4,-16.1,0.0,NNW,3.1,Dingling,336.0
666,2013,3,28,17,9.0,12.0,3.0,6.0,200.0,107.0,12.7,1009.7,-17.1,0.0,NNW,3.9,Dingling,337.0
667,2013,3,28,18,9.0,12.0,3.0,6.0,200.0,106.0,10.9,1010.4,-16.5,0.0,NE,0.9,Dingling,336.0
668,2013,3,28,19,8.0,18.0,3.0,5.0,200.0,101.0,9.3,1011.8,-16.1,0.0,ENE,1.6,Dingling,335.0
669,2013,3,28,20,14.0,30.0,3.0,8.0,200.0,92.0,8.2,1012.7,-17.0,0.0,ENE,1.5,Dingling,347.0
670,2013,3,28,21,9.0,28.0,3.0,6.0,200.0,96.0,5.9,1013.0,-14.8,0.0,NNE,0.9,Dingling,342.0
671,2013,3,28,22,7.0,10.0,3.0,5.0,200.0,92.0,5.2,1013.0,-15.4,0.0,NE,1.6,Dingling,317.0
672,2013,3,28,23,4.0,10.0,3.0,5.0,200.0,91.0,4.6,1013.3,-14.3,0.0,NE,0.0,Dingling,313.0
673,2013,3,29,0,7.0,10.0,3.0,4.0,200.0,91.0,4.6,1013.2,-15.3,0.0,NNW,1.1,Dingling,315.0
674,2013,3,29,1,4.0,13.0,3.0,5.0,200.0,90.0,4.1,1013.4,-14.7,0.0,WSW,0.5,Dingling,315.0
675,2013,3,29,2,7.0,13.0,3.0,6.0,200.0,90.0,4.5,1013.3,-16.0,0.0,ESE,1.4,Dingling,319.0
676,2013,3,29,3,7.0,26.0,3.0,9.0,300.0,81.0,2.9,1013.2,-12.6,0.0,NNW,0.7,Dingling,426.0
677,2013,3,29,4,8.0,21.0,3.0,7.0,300.0,68.0,1.9,1014.0,-12.7,0.0,W,1.7,Dingling,407.0
678,2013,3,29,5,8.0,21.0,3.0,7.0,300.0,62.0,1.2,1014.4,-10.9,0.0,WSW,1.4,Dingling,401.0
679,2013,3,29,6,9.0,15.0,3.0,7.0,300.0,52.0,1.5,1014.7,-10.0,0.0,WSW,0.0,Dingling,386.0
680,2013,3,29,7,10.0,22.0,3.0,12.0,300.0,49.0,3.9,1015.3,-10.6,0.0,W,0.7,Dingling,396.0
681,2013,3,29,8,16.0,52.0,3.0,20.0,400.0,42.0,5.6,1015.4,-11.1,0.0,SSE,1.5,Dingling,533.0
682,2013,3,29,9,39.0,85.0,13.0,57.0,600.0,30.0,6.4,1015.2,-10.4,0.0,ESE,2.3,Dingling,824.0
683,2013,3,29,10,39.0,86.0,14.0,57.0,650.0,32.5584,8.0,1014.5,-11.9,0.0,ESE,1.9,Dingling,878.5584
684,2013,3,29,11,39.0,57.0,16.0,36.0,700.0,57.0,8.7,1013.4,-13.1,0.0,SE,3.3,Dingling,905.0
685,2013,3,29,12,36.0,38.0,17.0,26.0,800.0,74.0,8.7,1012.7,-10.8,0.0,ESE,3.3,Dingling,991.0
686,2013,3,29,13,57.0,72.0,20.0,24.0,900.0,83.0,8.6,1011.7,-11.4,0.0,E,1.7,Dingling,1156.0
687,2013,3,29,14,62.0,83.0,35.0,37.0,1300.0,75.0,8.9,1011.0,-10.1,0.0,SE,2.2,Dingling,1592.0
688,2013,3,29,15,57.0,86.0,32.0,38.0,1200.0,74.0,8.8,1011.0,-7.9,0.0,SE,1.3,Dingling,1487.0
689,2013,3,29,16,70.0,129.0,34.0,48.0,1300.0,74.0,8.5,1010.9,-6.1,0.0,NNE,0.4,Dingling,1655.0
690,2013,3,29,17,89.0,131.0,30.0,55.0,1399.0,71.0,7.4,1010.8,-3.8,0.0,NE,3.3,Dingling,1775.0
691,2013,3,29,18,87.0,127.0,23.0,51.0,1300.0,72.0,5.8,1011.2,-2.3,0.0,NE,2.0,Dingling,1660.0
692,2013,3,29,19,85.0,99.0,19.0,46.0,1200.0,70.0,5.7,1012.0,-2.4,0.0,ESE,1.3,Dingling,1519.0
693,2013,3,29,20,85.0,96.0,18.0,44.0,1200.0,68.0,5.6,1013.0,-2.7,0.0,ESE,2.4,Dingling,1511.0
694,2013,3,29,21,85.0,97.0,15.0,42.0,1200.0,57.0,5.2,1013.4,-3.1,0.0,ESE,2.3,Dingling,1496.0
695,2013,3,29,22,95.0,106.0,14.0,43.0,1200.0,46.0,4.7,1013.8,-4.3,0.0,ESE,2.6,Dingling,1504.0
696,2013,3,29,23,82.0,108.0,32.0,54.0,1200.0,32.0,4.2,1014.1,-6.1,0.0,ESE,2.6,Dingling,1508.0
697,2013,3,30,0,82.0,108.0,32.0,54.0,1200.0,28.0,3.8,1014.2,-6.5,0.0,ESE,2.1,Dingling,1504.0
698,2013,3,30,1,79.0,87.0,36.0,49.0,1399.0,30.0,3.6,1013.9,-7.0,0.0,ESE,2.3,Dingling,1680.0
699,2013,3,30,2,70.0,88.0,61.0,64.0,1700.0,29.0,3.3,1013.8,-7.2,0.0,E,1.1,Dingling,2012.0
700,2013,3,30,3,64.0,88.0,65.0,57.0,1700.0,34.0,3.2,1013.8,-7.6,0.0,SE,1.7,Dingling,2008.0
701,2013,3,30,4,61.0,78.0,56.0,49.0,1700.0,35.0,3.0,1013.5,-7.8,0.0,S,0.6,Dingling,1979.0
702,2013,3,30,5,58.0,75.0,56.0,48.0,1700.0,34.0,1.5,1013.9,-6.6,0.0,NNW,1.1,Dingling,1971.0
703,2013,3,30,6,59.0,78.0,40.0,42.0,1700.0,29.0,1.4,1014.3,-6.4,0.0,NNE,1.0,Dingling,1948.0
704,2013,3,30,7,60.0,86.0,35.0,39.0,1600.0,29.0,3.3,1014.6,-6.4,0.0,N,0.7,Dingling,1849.0
705,2013,3,30,8,70.0,118.0,38.0,41.0,1600.0,32.0,5.5,1015.0,-6.4,0.0,NW,0.8,Dingling,1899.0
706,2013,3,30,9,67.0,84.0,51.0,34.0,1500.0,61.0,7.3,1014.8,-6.8,0.0,SE,1.9,Dingling,1797.0
707,2013,3,30,10,67.0,92.0,60.0,31.0,1500.0,79.0,8.1,1014.7,-6.5,0.0,W,2.0,Dingling,1829.0
708,2013,3,30,11,67.0,92.0,60.0,31.0,1500.0,88.0,8.5,1014.0,-6.5,0.0,SW,0.8,Dingling,1838.0
709,2013,3,30,12,78.0,100.0,64.0,33.0,1600.0,92.0,9.9,1013.1,-6.1,0.0,S,2.3,Dingling,1967.0
710,2013,3,30,13,84.0,110.0,62.0,38.0,1600.0,93.0,10.3,1012.4,-5.7,0.0,SSW,2.0,Dingling,1987.0
711,2013,3,30,14,103.0,132.0,61.0,47.0,1700.0,92.0,10.4,1011.5,-5.2,0.0,SSW,1.7,Dingling,2135.0
712,2013,3,30,15,103.0,132.0,61.0,47.0,1500.0,99.0,10.7,1010.9,-4.2,0.0,SE,1.9,Dingling,1942.0
713,2013,3,30,16,96.0,129.0,49.0,38.0,1300.0,107.0,9.8,1011.0,-1.9,0.0,ESE,3.6,Dingling,1719.0
714,2013,3,30,17,112.0,156.0,46.0,47.0,1399.0,102.0,9.0,1011.7,-1.4,0.0,ESE,2.7,Dingling,1862.0
715,2013,3,30,18,103.0,139.0,29.0,47.0,1100.0,88.0,7.7,1012.3,-0.3,0.0,SE,2.9,Dingling,1506.0
716,2013,3,30,19,103.0,128.0,24.0,45.0,800.0,82.0,7.0,1013.5,0.0,0.0,ESE,2.2,Dingling,1182.0
717,2013,3,30,20,88.0,104.0,20.0,35.0,700.0,82.0,6.5,1014.2,0.2,0.0,SE,2.3,Dingling,1029.0
718,2013,3,30,21,88.0,104.0,20.0,35.0,600.0,79.0,6.0,1014.4,0.3,0.0,SE,2.2,Dingling,926.0
719,2013,3,30,22,90.0,91.0,15.0,30.0,600.0,75.0,5.6,1014.4,0.6,0.0,ESE,2.4,Dingling,901.0
720,2013,3,30,23,100.0,91.0,14.0,38.0,600.0,63.0,5.2,1014.4,0.6,0.0,ESE,2.5,Dingling,906.0
721,2013,3,31,0,103.0,94.0,15.0,48.0,800.0,49.0,4.9,1014.4,0.7,0.0,SE,2.3,Dingling,1109.0
722,2013,3,31,1,108.0,100.0,15.0,62.0,800.0,32.0,4.7,1014.1,0.8,0.0,ESE,2.0,Dingling,1117.0
723,2013,3,31,2,111.0,104.0,15.0,65.0,800.0,24.0,4.3,1013.6,0.6,0.0,ESE,1.8,Dingling,1119.0
724,2013,3,31,3,118.0,104.0,14.0,61.0,850.0,16.5,3.9,1013.2,0.4,0.0,ESE,3.1,Dingling,1163.5
725,2013,3,31,4,117.0,110.0,15.0,61.0,900.0,9.0,3.7,1012.9,0.6,0.0,SE,1.9,Dingling,1212.0
726,2013,3,31,5,116.0,106.0,14.0,54.0,800.0,19.0,3.3,1012.9,0.5,0.0,ESE,2.3,Dingling,1109.0
727,2013,3,31,6,111.0,103.0,12.0,49.0,800.0,24.0,3.4,1013.0,1.0,0.0,ESE,2.4,Dingling,1099.0
728,2013,3,31,7,119.0,121.0,14.0,57.0,900.0,14.0,3.1,1013.2,1.5,0.0,ESE,2.0,Dingling,1225.0
729,2013,3,31,8,119.0,121.0,14.0,57.0,1000.0,12.0,3.4,1012.9,1.3,0.0,SE,2.6,Dingling,1323.0
730,2013,3,31,9,130.0,137.0,12.0,52.0,1100.0,10.0,3.8,1012.6,1.7,0.0,ESE,1.7,Dingling,1441.0
731,2013,3,31,10,130.0,137.0,12.0,52.0,1100.0,9.0,4.0,1012.1,1.9,0.0,ESE,1.5,Dingling,1440.0
732,2013,3,31,11,126.0,90.0,7.0,40.0,900.0,13.0,4.3,1011.3,2.0,0.0,ESE,1.3,Dingling,1176.0
733,2013,3,31,12,126.0,96.0,8.0,38.0,1000.0,15.0,4.7,1009.9,2.1,0.0,ESE,1.7,Dingling,1283.0
734,2013,3,31,13,144.0,125.0,8.0,40.0,1000.0,16.0,5.3,1008.7,2.1,0.0,SE,1.0,Dingling,1333.0
735,2013,3,31,14,148.0,128.0,8.0,40.0,1000.0,16.0,5.5,1007.6,2.1,0.0,E,0.5,Dingling,1340.0
736,2013,3,31,15,146.0,135.0,8.0,43.0,1000.0,16.0,5.3,1006.7,2.1,0.0,NE,0.8,Dingling,1348.0
737,2013,3,31,16,161.0,148.0,8.0,45.0,1000.0,18.0,5.5,1006.1,2.1,0.0,NE,1.2,Dingling,1380.0
738,2013,3,31,17,175.0,176.0,8.0,45.0,1000.0,24.0,5.8,1006.4,2.3,0.0,NNE,1.8,Dingling,1428.0
739,2013,3,31,18,175.0,176.0,8.0,45.0,1100.0,22.0,5.3,1006.4,2.5,0.0,W,1.9,Dingling,1526.0
740,2013,3,31,19,189.0,201.0,10.0,48.0,1100.0,21.0,5.4,1006.6,2.4,0.0,NNW,0.7,Dingling,1569.0
741,2013,3,31,20,203.0,228.0,10.0,58.0,1200.0,14.0,5.7,1006.7,2.3,0.0,NW,1.0,Dingling,1713.0
742,2013,3,31,21,213.0,218.0,10.0,54.0,1300.0,17.0,5.8,1007.0,2.6,0.0,NW,1.3,Dingling,1812.0
743,2013,3,31,22,215.0,228.0,11.0,63.0,1399.0,8.0,6.0,1006.0,2.8,0.0,SW,1.3,Dingling,1924.0
744,2013,3,31,23,220.0,239.0,12.0,70.0,1399.0,2.0,6.2,1006.3,3.2,0.0,NNE,1.0,Dingling,1942.0
745,2013,4,1,0,219.0,241.0,12.0,71.0,1500.0,2.0,6.0,1006.0,3.0,0.0,N,0.0,Dingling,2045.0
746,2013,4,1,1,222.0,228.0,14.0,67.0,1500.0,2.0,6.2,1005.6,3.2,0.0,NNW,1.1,Dingling,2033.0
747,2013,4,1,2,227.0,228.0,14.0,56.0,1500.0,6.0,6.4,1005.5,3.4,0.0,WSW,0.4,Dingling,2031.0
748,2013,4,1,3,220.0,230.0,15.0,45.0,1500.0,9.0,5.9,1004.9,3.1,0.0,N,0.7,Dingling,2019.0
749,2013,4,1,4,220.0,230.0,15.0,45.0,1600.0,12.0,4.4,1004.6,2.3,0.0,NNW,0.8,Dingling,2122.0
750,2013,4,1,5,229.0,235.0,25.0,46.0,1800.0,16.0,3.5,1004.8,2.0,0.0,NNW,1.9,Dingling,2351.0
751,2013,4,1,6,229.0,235.0,25.0,46.0,1690.909090909091,24.272727272727273,5.3,1005.3,-0.5,0.0,WNW,2.7,Dingling,2250.1818181818185
752,2013,4,1,7,220.0,218.0,17.0,65.0,1581.8181818181818,32.54545454545455,11.3,1005.5,-4.4,0.0,NW,4.9,Dingling,2134.3636363636365
753,2013,4,1,8,195.88888888888889,226.77777777777777,16.0,58.44444444444444,1472.7272727272727,40.81818181818182,11.0,1005.9,-3.2,0.0,NW,7.2,Dingling,2010.6565656565656
754,2013,4,1,9,171.77777777777777,235.55555555555554,15.0,51.888888888888886,1363.6363636363635,49.09090909090909,10.6,1007.0,-3.5,0.0,NNW,4.5,Dingling,1886.9494949494947
755,2013,4,1,10,147.66666666666669,244.33333333333334,14.0,45.333333333333336,1254.5454545454545,57.36363636363637,13.2,1007.8,-3.6,0.0,NNW,4.5,Dingling,1763.242424242424
756,2013,4,1,11,123.55555555555556,253.11111111111111,13.0,38.77777777777778,1145.4545454545455,65.63636363636364,13.8,1007.7,-4.9,0.0,NNE,4.0,Dingling,1639.5353535353536
757,2013,4,1,12,99.44444444444444,261.8888888888889,12.0,32.22222222222222,1036.3636363636365,73.9090909090909,15.3,1007.9,-5.7,0.0,NE,5.0,Dingling,1515.8282828282831
758,2013,4,1,13,75.33333333333334,270.6666666666667,11.0,25.66666666666667,927.2727272727273,82.18181818181819,16.4,1008.4,-6.7,0.0,N,3.8,Dingling,1392.1212121212122
759,2013,4,1,14,51.22222222222223,279.44444444444446,10.0,19.111111111111114,818.1818181818181,90.45454545454547,16.3,1008.7,-6.7,0.0,NNW,4.1,Dingling,1268.4141414141413
760,2013,4,1,15,27.111111111111114,288.22222222222223,9.0,12.555555555555557,709.090909090909,98.72727272727273,15.6,1009.4,-7.3,0.0,NNW,5.5,Dingling,1144.7070707070707
761,2013,4,1,16,3.0,297.0,8.0,6.0,600.0,107.0,14.8,1010.1,-9.3,0.0,N,5.1,Dingling,1021.0
762,2013,4,1,17,18.0,89.0,5.0,6.0,500.0,107.0,13.6,1010.8,-12.6,0.0,N,5.3,Dingling,725.0
763,2013,4,1,18,25.0,48.0,3.0,6.0,400.0,107.0,12.1,1011.4,-11.6,0.0,NE,3.0,Dingling,589.0
764,2013,4,1,19,14.0,33.0,3.0,3.0,200.0,98.0,11.1,1012.8,-12.4,0.0,NE,2.1,Dingling,351.0
765,2013,4,1,20,8.0,34.0,3.0,2.0,200.0,95.0,10.0,1013.8,-16.3,0.0,NE,1.7,Dingling,342.0
766,2013,4,1,21,12.0,20.0,3.0,3.166666666666667,200.0,97.0,9.1,1014.4,-17.9,0.0,ENE,2.1,Dingling,335.16666666666663
767,2013,4,1,22,4.0,12.0,3.0,4.333333333333334,200.0,96.0,8.1,1014.8,-17.9,0.0,ENE,1.0,Dingling,319.33333333333337
768,2013,4,1,23,4.0,12.0,3.0,5.5,200.0,93.0,7.3,1014.8,-17.7,0.0,E,1.5,Dingling,317.5
769,2013,4,2,0,3.0,6.0,3.0,6.666666666666667,200.0,90.0,4.1,1014.8,-15.2,0.0,NE,0.5,Dingling,308.66666666666663
770,2013,4,2,1,4.0,6.0,3.0,7.833333333333334,200.0,89.0,4.3,1014.3,-15.1,0.0,NNE,1.2,Dingling,309.83333333333337
771,2013,4,2,2,4.0,6.0,3.0,9.0,200.0,78.0,3.4,1014.2,-13.9,0.0,NNW,1.2,Dingling,300.0
772,2013,4,2,3,4.0,16.0,3.0,9.0,200.0,72.0,2.0,1013.6,-13.8,0.0,NE,1.4,Dingling,304.0
773,2013,4,2,4,9.0,67.0,3.0,7.0,200.0,66.0,2.4,1013.2,-14.3,0.0,E,1.2,Dingling,352.0
774,2013,4,2,5,9.0,28.0,3.0,7.0,200.0,62.0,1.8,1013.3,-13.6,0.0,N,1.3,Dingling,309.0
775,2013,4,2,6,12.0,28.0,4.0,10.0,300.0,52.0,2.3,1013.3,-12.0,0.0,S,0.5,Dingling,406.0
776,2013,4,2,7,16.0,24.0,8.0,21.0,400.0,38.0,7.5,1013.1,-12.3,0.0,SE,0.1,Dingling,507.0
777,2013,4,2,8,22.0,31.0,12.0,25.0,400.0,41.0,9.3,1012.3,-13.2,0.0,SSW,1.5,Dingling,531.0
778,2013,4,2,9,22.0,31.0,12.0,25.0,400.0,50.0,10.8,1011.5,-12.0,0.0,SE,1.6,Dingling,540.0
779,2013,4,2,10,18.0,38.0,16.0,27.0,450.0,58.0482,12.1,1010.4,-9.0,0.0,SSE,2.1,Dingling,607.0482
780,2013,4,2,11,32.0,52.0,16.0,32.0,500.0,62.0,14.2,1008.8,-8.5,0.0,S,2.0,Dingling,694.0
781,2013,4,2,12,42.0,56.0,19.0,37.0,600.0,75.0,15.0,1007.5,-4.4,0.0,SW,0.8,Dingling,829.0
782,2013,4,2,13,55.0,70.0,18.0,44.0,800.0,87.0,16.2,1006.0,-2.8,0.0,SSW,1.1,Dingling,1074.0
783,2013,4,2,14,98.0,118.0,24.0,64.0,1200.0,98.0,17.4,1004.7,-2.3,0.0,ESE,2.8,Dingling,1602.0
